roundId,price,startedAt,updatedAt,answeredInRound
18446744073709575025,368150463,1720603883,1720603883,18446744073709575025
18446744073709575024,370734170,1720603433,1720603433,18446744073709575024
18446744073709575023,372718791,1720602053,1720602053,18446744073709575023
18446744073709575022,374751067,1720601303,1720601303,18446744073709575022
18446744073709575021,372720569,1720601062,1720601062,18446744073709575021
18446744073709575020,374999252,1720600522,1720600522,18446744073709575020
18446744073709575019,377330000,1720600432,1720600432,18446744073709575019
18446744073709575018,375231970,1720600312,1720600312,18446744073709575018
18446744073709575017,373359503,1720599684,1720599684,18446744073709575017
18446744073709575016,371229237,1720598751,1720598751,18446744073709575016
18446744073709575015,373320000,1720598451,1720598451,18446744073709575015
18446744073709575014,371440000,1720597941,1720597941,18446744073709575014
18446744073709575013,369071970,1720597671,1720597671,18446744073709575013
18446744073709575012,371204484,1720596260,1720596260,18446744073709575012
18446744073709575011,373379412,1720594159,1720594159,18446744073709575011
18446744073709575010,371465068,1720593649,1720593649,18446744073709575010
18446744073709575009,368910000,1720592361,1720592361,18446744073709575009
18446744073709575008,367073070,1720591848,1720591848,18446744073709575008
18446744073709575007,364594647,1720590078,1720590078,18446744073709575007
18446744073709575006,366503783,1720589688,1720589688,18446744073709575006
18446744073709575005,368420000,1720589087,1720589087,18446744073709575005
18446744073709575004,366430000,1720588847,1720588847,18446744073709575004
18446744073709575003,364547930,1720588667,1720588667,18446744073709575003
18446744073709575002,366603629,1720588127,1720588127,18446744073709575002
18446744073709575001,364660000,1720587526,1720587526,18446744073709575001
18446744073709575000,362750000,1720586266,1720586266,18446744073709575000
18446744073709574999,360438892,1720586116,1720586116,18446744073709574999
18446744073709574998,362420000,1720586026,1720586026,18446744073709574998
18446744073709574997,360507209,1720585726,1720585726,18446744073709574997
18446744073709574996,358428672,1720585636,1720585636,18446744073709574996
18446744073709574995,356400000,1720585336,1720585336,18446744073709574995
18446744073709574994,354442815,1720584765,1720584765,18446744073709574994
18446744073709574993,356340000,1720584525,1720584525,18446744073709574993
18446744073709574992,353550000,1720584197,1720584197,18446744073709574992
18446744073709574991,351702768,1720583325,1720583325,18446744073709574991
18446744073709574990,349758769,1720581944,1720581944,18446744073709574990
18446744073709574989,347997980,1720581314,1720581314,18446744073709574989
18446744073709574988,349790000,1720578883,1720578883,18446744073709574988
18446744073709574987,347880880,1720578703,1720578703,18446744073709574987
18446744073709574986,345890760,1720577683,1720577683,18446744073709574986
18446744073709574985,347696523,1720577022,1720577022,18446744073709574985
18446744073709574984,345670000,1720575704,1720575704,18446744073709574984
18446744073709574983,348179522,1720575371,1720575371,18446744073709574983
18446744073709574982,346206643,1720575072,1720575072,18446744073709574982
18446744073709574981,344257470,1720574441,1720574441,18446744073709574981
18446744073709574980,342341310,1720573241,1720573241,18446744073709574980
18446744073709574979,344098622,1720572490,1720572490,18446744073709574979
18446744073709574978,346110000,1720572160,1720572160,18446744073709574978
18446744073709574977,344283595,1720570870,1720570870,18446744073709574977
18446744073709574976,346275285,1720569759,1720569759,18446744073709574976
18446744073709574975,348210000,1720568618,1720568618,18446744073709574975
18446744073709574974,346321648,1720565797,1720565797,18446744073709574974
18446744073709574973,348517208,1720565467,1720565467,18446744073709574973
18446744073709574972,346360000,1720564417,1720564417,18446744073709574972
18446744073709574971,344550000,1720562616,1720562616,18446744073709574971
18446744073709574970,346370000,1720560635,1720560635,18446744073709574970
18446744073709574969,344466846,1720558987,1720558987,18446744073709574969
18446744073709574968,346370909,1720558114,1720558114,18446744073709574968
18446744073709574967,348596514,1720557784,1720557784,18446744073709574967
18446744073709574966,346580000,1720556914,1720556914,18446744073709574966
18446744073709574965,344500000,1720555863,1720555863,18446744073709574965
18446744073709574964,346440000,1720554783,1720554783,18446744073709574964
18446744073709574963,344610198,1720552532,1720552532,18446744073709574963
18446744073709574962,342748677,1720551181,1720551181,18446744073709574962
18446744073709574961,344796552,1720550223,1720550223,18446744073709574961
18446744073709574960,342110000,1720549951,1720549951,18446744073709574960
18446744073709574959,340390000,1720548930,1720548930,18446744073709574959
18446744073709574958,338540000,1720548060,1720548060,18446744073709574958
18446744073709574957,336796632,1720547160,1720547160,18446744073709574957
18446744073709574956,338648110,1720546829,1720546829,18446744073709574956
18446744073709574955,340362958,1720545359,1720545359,18446744073709574955
18446744073709574954,342306684,1720543108,1720543108,18446744073709574954
18446744073709574953,344131255,1720542688,1720542688,18446744073709574953
18446744073709574952,346022771,1720541787,1720541787,18446744073709574952
18446744073709574951,344270000,1720540587,1720540587,18446744073709574951
18446744073709574950,342410000,1720540049,1720540049,18446744073709574950
18446744073709574949,340464720,1720539327,1720539327,18446744073709574949
18446744073709574948,338190000,1720538156,1720538156,18446744073709574948
18446744073709574947,336370000,1720537255,1720537255,18446744073709574947
18446744073709574946,338569160,1720536567,1720536567,18446744073709574946
18446744073709574945,340896380,1720535517,1720535517,18446744073709574945
18446744073709574944,343110080,1720535034,1720535034,18446744073709574944
18446744073709574943,345035470,1720534764,1720534764,18446744073709574943
18446744073709574942,348379096,1720534704,1720534704,18446744073709574942
18446744073709574941,350176048,1720534554,1720534554,18446744073709574941
18446744073709574940,347810000,1720534494,1720534494,18446744073709574940
18446744073709574939,345775794,1720534404,1720534404,18446744073709574939
18446744073709574938,343675940,1720534344,1720534344,18446744073709574938
18446744073709574937,341645983,1720534284,1720534284,18446744073709574937
18446744073709574936,339524536,1720533864,1720533864,18446744073709574936
18446744073709574935,341934969,1720532513,1720532513,18446744073709574935
18446744073709574934,344503138,1720532305,1720532305,18446744073709574934
18446744073709574933,346255158,1720532125,1720532125,18446744073709574933
18446744073709574932,343899740,1720531793,1720531793,18446744073709574932
18446744073709574931,345640000,1720530263,1720530263,18446744073709574931
18446744073709574930,347587550,1720529782,1720529782,18446744073709574930
18446744073709574929,349403494,1720529572,1720529572,18446744073709574929
18446744073709574928,351303513,1720529422,1720529422,18446744073709574928
18446744073709574927,349290000,1720528432,1720528432,18446744073709574927
18446744073709574926,347470000,1720528252,1720528252,18446744073709574926
18446744073709574925,345439481,1720527832,1720527832,18446744073709574925
18446744073709574924,347375682,1720526121,1720526121,18446744073709574924
18446744073709574923,345500000,1720525491,1720525491,18446744073709574923
18446744073709574922,343370000,1720523332,1720523332,18446744073709574922
18446744073709574921,345946341,1720523059,1720523059,18446744073709574921
18446744073709574920,347740000,1720522549,1720522549,18446744073709574920
18446744073709574919,349990000,1720521679,1720521679,18446744073709574919
18446744073709574918,351789446,1720521108,1720521108,18446744073709574918
18446744073709574917,350034140,1720519221,1720519221,18446744073709574917
18446744073709574916,352446970,1720518377,1720518377,18446744073709574916
18446744073709574915,350265294,1720517657,1720517657,18446744073709574915
18446744073709574914,348447725,1720516726,1720516726,18446744073709574914
18446744073709574913,346690000,1720516488,1720516488,18446744073709574913
18446744073709574912,348515810,1720515496,1720515496,18446744073709574912
18446744073709574911,350410000,1720514746,1720514746,18446744073709574911
18446744073709574910,353188604,1720514655,1720514655,18446744073709574910
18446744073709574909,351309682,1720514566,1720514566,18446744073709574909
18446744073709574908,349265070,1720513965,1720513965,18446744073709574908
18446744073709574907,347287890,1720513335,1720513335,18446744073709574907
18446744073709574906,345275629,1720512915,1720512915,18446744073709574906
18446744073709574905,343483592,1720512495,1720512495,18446744073709574905
18446744073709574904,345496545,1720511624,1720511624,18446744073709574904
18446744073709574903,343462190,1720510604,1720510604,18446744073709574903
18446744073709574902,345450030,1720510366,1720510366,18446744073709574902
18446744073709574901,343504603,1720509105,1720509105,18446744073709574901
18446744073709574900,345571020,1720508713,1720508713,18446744073709574900
18446744073709574899,347470000,1720507452,1720507452,18446744073709574899
18446744073709574898,345611460,1720507332,1720507332,18446744073709574898
18446744073709574897,347410000,1720506462,1720506462,18446744073709574897
18446744073709574896,344860000,1720506222,1720506222,18446744073709574896
18446744073709574895,342440925,1720505534,1720505534,18446744073709574895
